in:Amount columns X,in:Seed for random numbers,in:Amount columns Y,out:name,out:Number of columns X,out:Number of columns Y,out:Column spacing minimum (mm),out:Beam span maximum (mm),out:Y-Label,img
6,114,4,Structure_6_114_4,8,6,1000,6000,0.676253,True.png
7,114,4,Structure_7_114_4,9,6,1000,6000,0.644874,True.png
3,115,4,Structure_3_115_4,5,6,1000,10000,0.234073,True.png
4,115,4,Structure_4_115_4,6,6,1000,6000,0.689689,True.png
5,115,4,Structure_5_115_4,7,6,1000,5000,0.727488,True.png
6,115,4,Structure_6_115_4,8,6,1000,5000,0.702805,True.png
7,115,4,Structure_7_115_4,9,6,1000,5000,0.672188,True.png
3,116,4,Structure_3_116_4,5,6,1000,10000,0.063985,True.png
4,116,4,Structure_4_116_4,6,6,1000,9000,0.365629,True.png
5,116,4,Structure_5_116_4,7,6,1000,6000,0.658483,True.png
6,116,4,Structure_6_116_4,8,6,1000,6000,0.653105,True.png
7,116,4,Structure_7_116_4,9,6,1000,6000,0.624158,True.png
3,117,4,Structure_3_117_4,5,6,1000,9000,0.033152,True.png
4,117,4,Structure_4_117_4,6,6,1000,9000,-0.011154,True.png
5,117,4,Structure_5_117_4,7,6,1000,9000,0.368377,True.png
6,117,4,Structure_6_117_4,8,6,1000,9000,0.072832,True.png
7,117,4,Structure_7_117_4,9,6,1000,9000,0.032444,True.png
3,118,4,Structure_3_118_4,5,6,1000,9000,0.437,True.png
4,118,4,Structure_4_118_4,6,6,1000,9000,0.520189,True.png
5,118,4,Structure_5_118_4,7,6,1000,9000,0.494085,True.png
6,118,4,Structure_6_118_4,8,6,1000,9000,0.489026,True.png
7,118,4,Structure_7_118_4,9,6,1000,9000,0.462365,True.png
3,119,4,Structure_3_119_4,5,6,1000,7000,0.671408,True.png
4,119,4,Structure_4_119_4,6,6,1000,6000,0.73949,True.png
5,119,4,Structure_5_119_4,7,6,1000,6000,0.709388,True.png
6,119,4,Structure_6_119_4,8,6,1000,6000,0.687989,True.png
7,119,4,Structure_7_119_4,9,6,1000,6000,0.657273,True.png
3,120,4,Structure_3_120_4,5,6,2000,5000,0.788738,True.png
4,120,4,Structure_4_120_4,6,6,2000,5000,0.768327,True.png
5,120,4,Structure_5_120_4,7,6,1000,5000,0.750276,True.png
6,120,4,Structure_6_120_4,8,6,1000,4000,0.743543,True.png
7,120,4,Structure_7_120_4,9,6,1000,4000,0.727996,True.png
3,121,4,Structure_3_121_4,5,6,2000,6000,0.744715,True.png
4,121,4,Structure_4_121_4,6,6,2000,5000,0.739648,True.png
5,121,4,Structure_5_121_4,7,6,1000,5000,0.72152,True.png
6,121,4,Structure_6_121_4,8,6,1000,5000,0.704035,True.png
7,121,4,Structure_7_121_4,9,6,1000,5000,0.686087,True.png
3,122,4,Structure_3_122_4,5,6,1000,5000,0.76422,True.png
4,122,4,Structure_4_122_4,6,6,1000,5000,0.730976,True.png
5,122,4,Structure_5_122_4,7,6,1000,5000,0.700153,True.png
6,122,4,Structure_6_122_4,8,6,1000,5000,0.667233,True.png
7,122,4,Structure_7_122_4,9,6,1000,5000,0.673796,True.png
3,123,4,Structure_3_123_4,5,6,1000,10000,0.224051,True.png
4,123,4,Structure_4_123_4,6,6,1000,8000,0.537321,True.png
5,123,4,Structure_5_123_4,7,6,1000,6000,0.691832,True.png
6,123,4,Structure_6_123_4,8,6,1000,5000,0.67901,True.png
7,123,4,Structure_7_123_4,9,6,1000,5000,0.647575,True.png
3,124,4,Structure_3_124_4,5,6,1000,8000,0.375259,True.png
4,124,4,Structure_4_124_4,6,6,1000,8000,0.29855,True.png
5,124,4,Structure_5_124_4,7,6,1000,8000,0.530001,True.png
6,124,4,Structure_6_124_4,8,6,1000,8000,0.499528,True.png
7,124,4,Structure_7_124_4,9,6,1000,8000,0.483216,True.png
3,125,4,Structure_3_125_4,5,6,1000,6000,0.702682,True.png
4,125,4,Structure_4_125_4,6,6,1000,6000,0.701974,True.png
5,125,4,Structure_5_125_4,7,6,1000,6000,0.66984,True.png
6,125,4,Structure_6_125_4,8,6,1000,6000,0.637142,True.png
7,125,4,Structure_7_125_4,9,6,1000,6000,0.625409,True.png
3,126,4,Structure_3_126_4,5,6,1000,9000,0.546028,True.png
4,126,4,Structure_4_126_4,6,6,1000,9000,0.526857,True.png
5,126,4,Structure_5_126_4,7,6,1000,7000,0.656904,True.png
6,126,4,Structure_6_126_4,8,6,1000,5000,0.707876,True.png
7,126,4,Structure_7_126_4,9,6,1000,5000,0.677752,True.png
3,127,4,Structure_3_127_4,5,6,1000,9000,0.308469,True.png
4,127,4,Structure_4_127_4,6,6,1000,9000,0.09314,True.png
5,127,4,Structure_5_127_4,7,6,1000,9000,0.117357,True.png
6,127,4,Structure_6_127_4,8,6,1000,9000,0.061453,True.png
7,127,4,Structure_7_127_4,9,6,1000,9000,0.05237,True.png
3,128,4,Structure_3_128_4,5,6,1000,9000,0.334777,True.png
4,128,4,Structure_4_128_4,6,6,1000,9000,0.524825,True.png
5,128,4,Structure_5_128_4,7,6,1000,9000,0.49758,True.png
6,128,4,Structure_6_128_4,8,6,1000,9000,0.474397,True.png
7,128,4,Structure_7_128_4,9,6,1000,9000,0.445745,True.png
3,129,4,Structure_3_129_4,5,6,1000,9000,0.288324,True.png
4,129,4,Structure_4_129_4,6,6,1000,5000,0.736864,True.png
5,129,4,Structure_5_129_4,7,6,1000,5000,0.7298,True.png
6,129,4,Structure_6_129_4,8,6,1000,5000,0.700395,True.png
7,129,4,Structure_7_129_4,9,6,1000,5000,0.681557,True.png
3,130,4,Structure_3_130_4,5,6,1000,6000,0.706578,True.png
4,130,4,Structure_4_130_4,6,6,1000,5000,0.729915,True.png
5,130,4,Structure_5_130_4,7,6,1000,5000,0.698571,True.png
6,130,4,Structure_6_130_4,8,6,1000,5000,0.667145,True.png
7,130,4,Structure_7_130_4,9,6,1000,5000,0.661381,True.png
3,131,4,Structure_3_131_4,5,6,1000,6000,0.704399,True.png
4,131,4,Structure_4_131_4,6,6,1000,5000,0.736006,True.png
5,131,4,Structure_5_131_4,7,6,1000,5000,0.717982,True.png
6,131,4,Structure_6_131_4,8,6,1000,5000,0.699532,True.png
7,131,4,Structure_7_131_4,9,6,1000,5000,0.681357,True.png
3,132,4,Structure_3_132_4,5,6,1000,7000,0.686748,True.png
4,132,4,Structure_4_132_4,6,6,1000,7000,0.668654,True.png
5,132,4,Structure_5_132_4,7,6,1000,6000,0.698907,True.png
6,132,4,Structure_6_132_4,8,6,1000,5000,0.698789,True.png
7,132,4,Structure_7_132_4,9,6,1000,5000,0.669711,True.png
3,133,4,Structure_3_133_4,5,6,1000,7000,0.649159,True.png
4,133,4,Structure_4_133_4,6,6,1000,7000,0.618688,True.png
5,133,4,Structure_5_133_4,7,6,1000,7000,0.586294,True.png
6,133,4,Structure_6_133_4,8,6,1000,7000,0.554402,True.png
7,133,4,Structure_7_133_4,9,6,1000,7000,0.577637,True.png
3,134,4,Structure_3_134_4,5,6,1000,6000,0.664602,True.png
4,134,4,Structure_4_134_4,6,6,1000,6000,0.712213,True.png
5,134,4,Structure_5_134_4,7,6,1000,6000,0.687161,True.png
6,134,4,Structure_6_134_4,8,6,1000,6000,0.656002,True.png
7,134,4,Structure_7_134_4,9,6,1000,6000,0.626097,True.png
3,135,4,Structure_3_135_4,5,6,1000,6000,0.736289,True.png
4,135,4,Structure_4_135_4,6,6,1000,6000,0.718464,True.png
5,135,4,Structure_5_135_4,7,6,1000,6000,0.696081,True.png
6,135,4,Structure_6_135_4,8,6,1000,5000,0.718661,True.png
7,135,4,Structure_7_135_4,9,6,1000,5000,0.698237,True.png
3,136,4,Structure_3_136_4,5,6,1000,7000,0.602259,True.png
4,136,4,Structure_4_136_4,6,6,1000,6000,0.665139,True.png
5,136,4,Structure_5_136_4,7,6,1000,6000,0.645315,True.png
6,136,4,Structure_6_136_4,8,6,1000,6000,0.627681,True.png
7,136,4,Structure_7_136_4,9,6,1000,6000,0.637333,True.png
3,137,4,Structure_3_137_4,5,6,1000,8000,0.512715,True.png
4,137,4,Structure_4_137_4,6,6,1000,8000,0.523207,True.png
5,137,4,Structure_5_137_4,7,6,1000,8000,0.504144,True.png
6,137,4,Structure_6_137_4,8,6,1000,6000,0.64037,True.png
7,137,4,Structure_7_137_4,9,6,1000,6000,0.609831,True.png
3,138,4,Structure_3_138_4,5,6,1000,8000,0.314284,True.png
4,138,4,Structure_4_138_4,6,6,1000,8000,0.248232,True.png
5,138,4,Structure_5_138_4,7,6,1000,8000,0.487479,True.png
6,138,4,Structure_6_138_4,8,6,1000,8000,0.486703,True.png
7,138,4,Structure_7_138_4,9,6,1000,8000,0.457083,True.png
3,139,4,Structure_3_139_4,5,6,1000,9000,0.298196,True.png
4,139,4,Structure_4_139_4,6,6,1000,8000,0.534232,True.png
5,139,4,Structure_5_139_4,7,6,1000,8000,0.515885,True.png
6,139,4,Structure_6_139_4,8,6,1000,7000,0.588245,True.png
7,139,4,Structure_7_139_4,9,6,1000,7000,0.557547,True.png
3,140,4,Structure_3_140_4,5,6,1000,11000,0.011247,True.png
4,140,4,Structure_4_140_4,6,6,1000,8000,0.305807,True.png
5,140,4,Structure_5_140_4,7,6,1000,8000,0.50553,True.png
6,140,4,Structure_6_140_4,8,6,1000,8000,0.561389,True.png
7,140,4,Structure_7_140_4,9,6,1000,8000,0.537957,True.png
3,141,4,Structure_3_141_4,5,6,1000,8000,0.351601,True.png
4,141,4,Structure_4_141_4,6,6,1000,8000,0.285417,True.png
5,141,4,Structure_5_141_4,7,6,1000,8000,0.505559,True.png
6,141,4,Structure_6_141_4,8,6,1000,8000,0.560045,True.png
7,141,4,Structure_7_141_4,9,6,1000,8000,0.528795,True.png
3,142,4,Structure_3_142_4,5,6,1000,10000,-0.017979,True.png
4,142,4,Structure_4_142_4,6,6,1000,10000,-0.065613,True.png
5,142,4,Structure_5_142_4,7,6,1000,8000,0.203128,True.png
6,142,4,Structure_6_142_4,8,6,1000,8000,0.545677,True.png
7,142,4,Structure_7_142_4,9,6,1000,8000,0.51472,True.png
3,143,4,Structure_3_143_4,5,6,1000,10000,-0.244377,True.png
4,143,4,Structure_4_143_4,6,6,1000,10000,-0.170121,True.png
5,143,4,Structure_5_143_4,7,6,1000,10000,-0.231554,True.png
6,143,4,Structure_6_143_4,8,6,1000,10000,-0.145928,True.png
7,143,4,Structure_7_143_4,9,6,1000,10000,-0.21495,True.png
3,144,4,Structure_3_144_4,5,6,1000,9000,0.359115,True.png
4,144,4,Structure_4_144_4,6,6,1000,9000,0.32884,True.png
5,144,4,Structure_5_144_4,7,6,1000,9000,0.346472,True.png
6,144,4,Structure_6_144_4,8,6,1000,9000,0.179914,True.png
7,144,4,Structure_7_144_4,9,6,1000,9000,0.475338,True.png
3,145,4,Structure_3_145_4,5,6,1000,7000,0.641197,True.png
4,145,4,Structure_4_145_4,6,6,1000,7000,0.610051,True.png
5,145,4,Structure_5_145_4,7,6,1000,6000,0.655952,True.png
6,145,4,Structure_6_145_4,8,6,1000,6000,0.626869,True.png
7,145,4,Structure_7_145_4,9,6,1000,6000,0.594189,True.png
3,146,4,Structure_3_146_4,5,6,1000,7000,0.582632,True.png
4,146,4,Structure_4_146_4,6,6,1000,7000,0.651526,True.png
5,146,4,Structure_5_146_4,7,6,1000,7000,0.620278,True.png
6,146,4,Structure_6_146_4,8,6,1000,7000,0.591808,True.png
7,146,4,Structure_7_146_4,9,6,1000,7000,0.563692,True.png
3,147,4,Structure_3_147_4,5,6,1000,7000,0.713654,True.png
4,147,4,Structure_4_147_4,6,6,1000,4000,0.779754,True.png
5,147,4,Structure_5_147_4,7,6,1000,4000,0.747752,True.png
6,147,4,Structure_6_147_4,8,6,1000,4000,0.71932,True.png
7,147,4,Structure_7_147_4,9,6,1000,4000,0.688133,True.png
3,148,4,Structure_3_148_4,5,6,1000,7000,0.665458,True.png
4,148,4,Structure_4_148_4,6,6,1000,6000,0.731938,True.png
5,148,4,Structure_5_148_4,7,6,1000,6000,0.714021,True.png
6,148,4,Structure_6_148_4,8,6,1000,5000,0.727937,True.png
7,148,4,Structure_7_148_4,9,6,1000,4000,0.685579,True.png
3,149,4,Structure_3_149_4,5,6,1000,9000,0.32571,True.png
4,149,4,Structure_4_149_4,6,6,1000,7000,0.632689,True.png
5,149,4,Structure_5_149_4,7,6,1000,7000,0.613905,True.png
6,149,4,Structure_6_149_4,8,6,1000,6000,0.670347,True.png
7,149,4,Structure_7_149_4,9,6,1000,6000,0.639208,True.png
3,150,4,Structure_3_150_4,5,6,1000,7000,0.630898,True.png
4,150,4,Structure_4_150_4,6,6,1000,7000,0.592616,True.png
5,150,4,Structure_5_150_4,7,6,1000,7000,0.656202,True.png
6,150,4,Structure_6_150_4,8,6,1000,7000,0.628426,True.png
7,150,4,Structure_7_150_4,9,6,1000,7000,0.595673,True.png
3,151,4,Structure_3_151_4,5,6,1000,7000,0.589784,True.png
4,151,4,Structure_4_151_4,6,6,1000,7000,0.551793,True.png
5,151,4,Structure_5_151_4,7,6,1000,7000,0.650743,True.png
6,151,4,Structure_6_151_4,8,6,1000,7000,0.624427,True.png
7,151,4,Structure_7_151_4,9,6,1000,7000,0.59601,True.png
3,152,4,Structure_3_152_4,5,6,1000,7000,0.55913,True.png
4,152,4,Structure_4_152_4,6,6,1000,7000,0.651895,True.png
5,152,4,Structure_5_152_4,7,6,1000,7000,0.620936,True.png
6,152,4,Structure_6_152_4,8,6,1000,7000,0.593743,True.png
7,152,4,Structure_7_152_4,9,6,1000,7000,0.562273,True.png
3,153,4,Structure_3_153_4,5,6,1000,7000,0.682606,True.png
4,153,4,Structure_4_153_4,6,6,1000,7000,0.651572,True.png
5,153,4,Structure_5_153_4,7,6,1000,7000,0.630904,True.png
6,153,4,Structure_6_153_4,8,6,1000,6000,0.676023,True.png
7,153,4,Structure_7_153_4,9,6,1000,6000,0.657303,True.png
3,154,4,Structure_3_154_4,5,6,1000,7000,0.635338,True.png
4,154,4,Structure_4_154_4,6,6,1000,7000,0.635855,True.png
5,154,4,Structure_5_154_4,7,6,1000,7000,0.604366,True.png
6,154,4,Structure_6_154_4,8,6,1000,7000,0.585234,True.png
7,154,4,Structure_7_154_4,9,6,1000,7000,0.570508,True.png
3,155,4,Structure_3_155_4,5,6,1000,9000,0.286949,True.png
4,155,4,Structure_4_155_4,6,6,1000,5000,0.739968,True.png
5,155,4,Structure_5_155_4,7,6,1000,5000,0.72033,True.png
6,155,4,Structure_6_155_4,8,6,1000,5000,0.702192,True.png
7,155,4,Structure_7_155_4,9,6,1000,5000,0.684055,True.png
3,156,4,Structure_3_156_4,5,6,1000,7000,0.643057,True.png
4,156,4,Structure_4_156_4,6,6,1000,5000,0.754121,True.png
5,156,4,Structure_5_156_4,7,6,1000,5000,0.722978,True.png
6,156,4,Structure_6_156_4,8,6,1000,5000,0.69522,True.png
7,156,4,Structure_7_156_4,9,6,1000,5000,0.675209,True.png
3,157,4,Structure_3_157_4,5,6,1000,5000,0.771109,True.png
4,157,4,Structure_4_157_4,6,6,1000,5000,0.752915,True.png
5,157,4,Structure_5_157_4,7,6,1000,5000,0.734763,True.png
6,157,4,Structure_6_157_4,8,6,1000,4000,0.741127,True.png
7,157,4,Structure_7_157_4,9,6,1000,4000,0.722186,True.png
3,158,4,Structure_3_158_4,5,6,1000,7000,0.689284,True.png
4,158,4,Structure_4_158_4,6,6,1000,7000,0.671127,True.png
5,158,4,Structure_5_158_4,7,6,1000,5000,0.722222,True.png
6,158,4,Structure_6_158_4,8,6,1000,5000,0.690843,True.png
7,158,4,Structure_7_158_4,9,6,1000,5000,0.659073,True.png
3,159,4,Structure_3_159_4,5,6,1000,7000,0.723927,True.png
4,159,4,Structure_4_159_4,6,6,1000,7000,0.695935,True.png
5,159,4,Structure_5_159_4,7,6,1000,7000,0.664174,True.png
6,159,4,Structure_6_159_4,8,6,1000,7000,0.635338,True.png
7,159,4,Structure_7_159_4,9,6,1000,7000,0.605254,True.png
3,160,4,Structure_3_160_4,5,6,1000,6000,0.728944,True.png
4,160,4,Structure_4_160_4,6,6,1000,6000,0.71023,True.png
5,160,4,Structure_5_160_4,7,6,1000,6000,0.692181,True.png
6,160,4,Structure_6_160_4,8,6,1000,4000,0.72405,True.png
7,160,4,Structure_7_160_4,9,6,1000,4000,0.693022,True.png
3,161,4,Structure_3_161_4,5,6,1000,6000,0.726126,True.png
4,161,4,Structure_4_161_4,6,6,1000,6000,0.695584,True.png
5,161,4,Structure_5_161_4,7,6,1000,6000,0.666923,True.png
6,161,4,Structure_6_161_4,8,6,1000,6000,0.655191,True.png
7,161,4,Structure_7_161_4,9,6,1000,6000,0.624447,True.png
3,162,4,Structure_3_162_4,5,6,1000,10000,0.263628,True.png
4,162,4,Structure_4_162_4,6,6,1000,7000,0.678485,True.png
5,162,4,Structure_5_162_4,7,6,1000,5000,0.7165,True.png
6,162,4,Structure_6_162_4,8,6,1000,5000,0.685198,True.png
7,162,4,Structure_7_162_4,9,6,1000,5000,0.681529,True.png
3,163,4,Structure_3_163_4,5,6,1000,8000,0.329669,True.png
4,163,4,Structure_4_163_4,6,6,1000,8000,0.274393,True.png
5,163,4,Structure_5_163_4,7,6,1000,7000,0.652157,True.png
6,163,4,Structure_6_163_4,8,6,1000,7000,0.620974,True.png
7,163,4,Structure_7_163_4,9,6,1000,7000,0.614546,True.png
3,164,4,Structure_3_164_4,5,6,1000,8000,0.339516,True.png
4,164,4,Structure_4_164_4,6,6,1000,8000,0.273987,True.png
5,164,4,Structure_5_164_4,7,6,1000,8000,0.537914,True.png
6,164,4,Structure_6_164_4,8,6,1000,8000,0.507727,True.png
7,164,4,Structure_7_164_4,9,6,1000,8000,0.483961,True.png
3,165,4,Structure_3_165_4,5,6,1000,11000,0.084807,True.png
4,165,4,Structure_4_165_4,6,6,1000,7000,0.647774,True.png
5,165,4,Structure_5_165_4,7,6,1000,7000,0.647637,True.png
6,165,4,Structure_6_165_4,8,6,1000,7000,0.622241,True.png
7,165,4,Structure_7_165_4,9,6,1000,7000,0.609627,True.png
3,166,4,Structure_3_166_4,5,6,1000,7000,0.668887,True.png
4,166,4,Structure_4_166_4,6,6,1000,6000,0.734657,True.png
5,166,4,Structure_5_166_4,7,6,1000,6000,0.703297,True.png
6,166,4,Structure_6_166_4,8,6,1000,6000,0.674132,True.png
7,166,4,Structure_7_166_4,9,6,1000,6000,0.659078,True.png
3,167,4,Structure_3_167_4,5,6,1000,9000,0.290018,True.png
4,167,4,Structure_4_167_4,6,6,1000,8000,0.548875,True.png
5,167,4,Structure_5_167_4,7,6,1000,5000,0.746344,True.png
6,167,4,Structure_6_167_4,8,6,1000,5000,0.727867,True.png
7,167,4,Structure_7_167_4,9,6,1000,5000,0.709676,True.png
3,168,4,Structure_3_168_4,5,6,1000,8000,0.340564,True.png
4,168,4,Structure_4_168_4,6,6,1000,8000,0.560107,True.png
5,168,4,Structure_5_168_4,7,6,1000,8000,0.530002,True.png
6,168,4,Structure_6_168_4,8,6,1000,8000,0.499836,True.png
7,168,4,Structure_7_168_4,9,6,1000,8000,0.467977,True.png
3,169,4,Structure_3_169_4,5,6,1000,5000,0.774629,True.png
4,169,4,Structure_4_169_4,6,6,1000,5000,0.757943,True.png
5,169,4,Structure_5_169_4,7,6,1000,4000,0.751877,True.png
6,169,4,Structure_6_169_4,8,6,1000,4000,0.719905,True.png
7,169,4,Structure_7_169_4,9,6,1000,4000,0.688401,True.png
3,170,4,Structure_3_170_4,5,6,1000,6000,0.708427,True.png
4,170,4,Structure_4_170_4,6,6,1000,6000,0.690576,True.png
5,170,4,Structure_5_170_4,7,6,1000,6000,0.672564,True.png
6,170,4,Structure_6_170_4,8,6,1000,5000,0.695245,True.png
7,170,4,Structure_7_170_4,9,6,1000,5000,0.665237,True.png
3,171,4,Structure_3_171_4,5,6,1000,9000,0.38009,True.png
4,171,4,Structure_4_171_4,6,6,1000,7000,0.581678,True.png
5,171,4,Structure_5_171_4,7,6,1000,7000,0.561709,True.png
6,171,4,Structure_6_171_4,8,6,1000,6000,0.634703,True.png
7,171,4,Structure_7_171_4,9,6,1000,6000,0.604243,True.png
3,172,4,Structure_3_172_4,5,6,1000,7000,0.590885,True.png
4,172,4,Structure_4_172_4,6,6,1000,7000,0.561117,True.png
5,172,4,Structure_5_172_4,7,6,1000,7000,0.53004,True.png
6,172,4,Structure_6_172_4,8,6,1000,7000,0.497752,True.png
7,172,4,Structure_7_172_4,9,6,1000,7000,0.512047,True.png
3,173,4,Structure_3_173_4,5,6,1000,7000,0.655176,True.png
4,173,4,Structure_4_173_4,6,6,1000,7000,0.623731,True.png
5,173,4,Structure_5_173_4,7,6,1000,7000,0.592969,True.png
6,173,4,Structure_6_173_4,8,6,1000,7000,0.561043,True.png
7,173,4,Structure_7_173_4,9,6,1000,7000,0.600336,True.png
3,174,4,Structure_3_174_4,5,6,1000,7000,0.63921,True.png
4,174,4,Structure_4_174_4,6,6,1000,7000,0.621064,True.png
5,174,4,Structure_5_174_4,7,6,1000,7000,0.599455,True.png
6,174,4,Structure_6_174_4,8,6,1000,6000,0.631517,True.png
7,174,4,Structure_7_174_4,9,6,1000,6000,0.623167,True.png
3,175,4,Structure_3_175_4,5,6,1000,7000,0.574194,True.png
4,175,4,Structure_4_175_4,6,6,1000,7000,0.664165,True.png
5,175,4,Structure_5_175_4,7,6,1000,7000,0.636275,True.png
6,175,4,Structure_6_175_4,8,6,1000,7000,0.635494,True.png
7,175,4,Structure_7_175_4,9,6,1000,7000,0.62013,True.png
3,176,4,Structure_3_176_4,5,6,1000,10000,0.254272,True.png
4,176,4,Structure_4_176_4,6,6,1000,10000,0.226076,True.png
5,176,4,Structure_5_176_4,7,6,1000,7000,0.639151,True.png
6,176,4,Structure_6_176_4,8,6,1000,7000,0.61957,True.png
7,176,4,Structure_7_176_4,9,6,1000,6000,0.648608,True.png
3,177,4,Structure_3_177_4,5,6,1000,10000,0.151389,True.png
4,177,4,Structure_4_177_4,6,6,1000,10000,0.205199,True.png
5,177,4,Structure_5_177_4,7,6,1000,10000,0.178299,True.png
6,177,4,Structure_6_177_4,8,6,1000,10000,0.121097,True.png
7,177,4,Structure_7_177_4,9,6,1000,10000,0.082976,True.png
3,178,4,Structure_3_178_4,5,6,1000,6000,0.713004,True.png
4,178,4,Structure_4_178_4,6,6,1000,6000,0.707802,True.png
5,178,4,Structure_5_178_4,7,6,1000,5000,0.72108,True.png
6,178,4,Structure_6_178_4,8,6,1000,5000,0.689533,True.png
7,178,4,Structure_7_178_4,9,6,1000,5000,0.672561,True.png
3,179,4,Structure_3_179_4,5,6,1000,10000,0.245777,True.png
4,179,4,Structure_4_179_4,6,6,1000,8000,0.590837,True.png
5,179,4,Structure_5_179_4,7,6,1000,8000,0.572314,True.png
6,179,4,Structure_6_179_4,8,6,1000,6000,0.656469,True.png
7,179,4,Structure_7_179_4,9,6,1000,6000,0.644293,True.png
3,180,4,Structure_3_180_4,5,6,1000,8000,0.331191,True.png
4,180,4,Structure_4_180_4,6,6,1000,8000,0.298084,True.png
5,180,4,Structure_5_180_4,7,6,1000,8000,0.521568,True.png
6,180,4,Structure_6_180_4,8,6,1000,8000,0.560497,True.png
7,180,4,Structure_7_180_4,9,6,1000,8000,0.531679,True.png
3,181,4,Structure_3_181_4,5,6,1000,8000,0.332101,True.png
4,181,4,Structure_4_181_4,6,6,1000,8000,0.528305,True.png
5,181,4,Structure_5_181_4,7,6,1000,8000,0.606208,True.png
6,181,4,Structure_6_181_4,8,6,1000,8000,0.575232,True.png
7,181,4,Structure_7_181_4,9,6,1000,8000,0.549497,True.png
3,182,4,Structure_3_182_4,5,6,1000,8000,0.382791,True.png
4,182,4,Structure_4_182_4,6,6,1000,8000,0.626683,True.png
5,182,4,Structure_5_182_4,7,6,1000,8000,0.596683,True.png
6,182,4,Structure_6_182_4,8,6,1000,8000,0.565109,True.png
7,182,4,Structure_7_182_4,9,6,1000,8000,0.529075,True.png
3,183,4,Structure_3_183_4,5,6,1000,10000,0.287094,True.png
4,183,4,Structure_4_183_4,6,6,1000,10000,0.239545,True.png
5,183,4,Structure_5_183_4,7,6,1000,6000,0.718421,True.png
6,183,4,Structure_6_183_4,8,6,1000,6000,0.698493,True.png
7,183,4,Structure_7_183_4,9,6,1000,6000,0.679481,True.png
3,184,4,Structure_3_184_4,5,6,1000,10000,-0.253138,True.png
4,184,4,Structure_4_184_4,6,6,1000,10000,-0.129754,True.png
5,184,4,Structure_5_184_4,7,6,1000,10000,0.390098,True.png
6,184,4,Structure_6_184_4,8,6,1000,10000,0.165432,True.png
7,184,4,Structure_7_184_4,9,6,1000,10000,0.051531,True.png
3,185,4,Structure_3_185_4,5,6,1000,11000,-0.242675,True.png
4,185,4,Structure_4_185_4,6,6,1000,10000,-0.133071,True.png
5,185,4,Structure_5_185_4,7,6,1000,9000,0.007055,True.png
6,185,4,Structure_6_185_4,8,6,1000,9000,0.046644,True.png
7,185,4,Structure_7_185_4,9,6,1000,9000,0.012027,True.png
3,186,4,Structure_3_186_4,5,6,1000,10000,0.393874,True.png
4,186,4,Structure_4_186_4,6,6,1000,10000,0.172134,True.png
5,186,4,Structure_5_186_4,7,6,1000,10000,0.098981,True.png
6,186,4,Structure_6_186_4,8,6,1000,10000,0.112549,True.png
7,186,4,Structure_7_186_4,9,6,1000,10000,0.000809,True.png
3,187,4,Structure_3_187_4,5,6,1000,6000,0.675659,True.png
4,187,4,Structure_4_187_4,6,6,1000,6000,0.685839,True.png
5,187,4,Structure_5_187_4,7,6,1000,6000,0.691953,True.png
6,187,4,Structure_6_187_4,8,6,1000,6000,0.661603,True.png
7,187,4,Structure_7_187_4,9,6,1000,6000,0.630634,True.png
3,188,4,Structure_3_188_4,5,6,1000,8000,0.623207,True.png
4,188,4,Structure_4_188_4,6,6,1000,7000,0.66873,True.png
5,188,4,Structure_5_188_4,7,6,1000,7000,0.648695,True.png
6,188,4,Structure_6_188_4,8,6,1000,7000,0.630435,True.png
7,188,4,Structure_7_188_4,9,6,1000,7000,0.611438,True.png
3,189,4,Structure_3_189_4,5,6,1000,7000,0.699696,True.png
4,189,4,Structure_4_189_4,6,6,1000,7000,0.699237,True.png
5,189,4,Structure_5_189_4,7,6,1000,7000,0.67784,True.png
6,189,4,Structure_6_189_4,8,6,1000,7000,0.64672,True.png
7,189,4,Structure_7_189_4,9,6,1000,7000,0.615463,True.png
3,190,4,Structure_3_190_4,5,6,1000,9000,0.270871,True.png
4,190,4,Structure_4_190_4,6,6,1000,6000,0.736537,True.png
5,190,4,Structure_5_190_4,7,6,1000,6000,0.717531,True.png
6,190,4,Structure_6_190_4,8,6,1000,4000,0.745409,True.png
7,190,4,Structure_7_190_4,9,6,1000,4000,0.698028,True.png
3,191,4,Structure_3_191_4,5,6,1000,9000,0.232745,True.png
4,191,4,Structure_4_191_4,6,6,1000,9000,0.190075,True.png
5,191,4,Structure_5_191_4,7,6,1000,9000,0.138773,True.png
6,191,4,Structure_6_191_4,8,6,1000,6000,0.627175,True.png
7,191,4,Structure_7_191_4,9,6,1000,6000,0.643882,True.png
3,192,4,Structure_3_192_4,5,6,1000,9000,-0.072473,True.png
4,192,4,Structure_4_192_4,6,6,1000,9000,0.10916,True.png
5,192,4,Structure_5_192_4,7,6,1000,9000,0.141287,True.png
6,192,4,Structure_6_192_4,8,6,1000,9000,0.085313,True.png
7,192,4,Structure_7_192_4,9,6,1000,9000,0.013519,True.png
3,193,4,Structure_3_193_4,5,6,1000,7000,0.613953,True.png
4,193,4,Structure_4_193_4,6,6,1000,7000,0.580518,True.png
5,193,4,Structure_5_193_4,7,6,1000,7000,0.602151,True.png
6,193,4,Structure_6_193_4,8,6,1000,7000,0.595584,True.png
7,193,4,Structure_7_193_4,9,6,1000,7000,0.566139,True.png
