Name;Number_of_columns_X;Number_of_columns_Y;Column_spacing_minimum_(mm);Beam_span_maximum_(mm);Y_label
Structure_4_84_5;6;7;1000;6000;0.69404
Structure_5_84_5;7;7;1000;6000;0.654892
Structure_6_84_5;8;7;1000;6000;0.615235
Structure_7_84_5;9;7;1000;6000;0.57774
Structure_3_85_5;5;7;1000;6000;0.709428
Structure_4_85_5;6;7;1000;6000;0.682825
Structure_5_85_5;7;7;1000;4000;0.691692
Structure_6_85_5;8;7;1000;4000;0.666951
Structure_7_85_5;9;7;1000;4000;0.618317
Structure_3_86_5;5;7;1000;12000;0.213999
Structure_4_86_5;6;7;1000;8000;0.598814
Structure_5_86_5;7;7;1000;5000;0.678334
Structure_6_86_5;8;7;1000;5000;0.653825
Structure_7_86_5;9;7;1000;4000;0.611703
Structure_3_87_5;5;7;1000;8000;0.613482
Structure_4_87_5;6;7;1000;5000;0.706584
Structure_5_87_5;7;7;1000;5000;0.665679
Structure_6_87_5;8;7;1000;5000;0.638389
Structure_7_87_5;9;7;1000;5000;0.60227
Structure_3_88_5;5;7;1000;8000;0.562615
Structure_4_88_5;6;7;1000;8000;0.53735
Structure_5_88_5;7;7;1000;8000;0.513034
Structure_6_88_5;8;7;1000;6000;0.602281
Structure_7_88_5;9;7;1000;5000;0.610723
Structure_3_89_5;5;7;1000;8000;0.17394
Structure_4_89_5;6;7;1000;8000;0.550088
Structure_5_89_5;7;7;1000;8000;0.511247
Structure_6_89_5;8;7;1000;8000;0.487588
Structure_7_89_5;9;7;1000;8000;0.448413
Structure_3_90_5;5;7;1000;8000;0.616513
Structure_4_90_5;6;7;1000;5000;0.72023
Structure_5_90_5;7;7;1000;5000;0.680415
Structure_6_90_5;8;7;1000;5000;0.64809
Structure_7_90_5;9;7;1000;5000;0.60414
Structure_3_91_5;5;7;1000;7000;0.68489
Structure_4_91_5;6;7;1000;7000;0.656828
Structure_5_91_5;7;7;1000;7000;0.630757
Structure_6_91_5;8;7;1000;4000;0.668223
Structure_7_91_5;9;7;1000;4000;0.644221
Structure_3_92_5;5;7;1000;7000;0.604534
Structure_4_92_5;6;7;1000;7000;0.563509
Structure_5_92_5;7;7;1000;7000;0.522587
Structure_6_92_5;8;7;1000;7000;0.563343
Structure_7_92_5;9;7;1000;7000;0.552875
Structure_3_93_5;5;7;1000;8000;0.19828
Structure_4_93_5;6;7;1000;7000;0.576339
Structure_5_93_5;7;7;1000;7000;0.594087
Structure_6_93_5;8;7;1000;7000;0.553568
Structure_7_93_5;9;7;1000;7000;0.513381
Structure_3_94_5;5;7;1000;6000;0.699042
Structure_4_94_5;6;7;1000;6000;0.666924
Structure_5_94_5;7;7;1000;4000;0.689201
Structure_6_94_5;8;7;1000;4000;0.648124
Structure_7_94_5;9;7;1000;4000;0.607656
Structure_3_95_5;5;7;1000;9000;0.193644
Structure_4_95_5;6;7;1000;9000;0.117315
Structure_5_95_5;7;7;1000;6000;0.657008
Structure_6_95_5;8;7;1000;5000;0.654527
Structure_7_95_5;9;7;1000;5000;0.629546
Structure_3_96_5;5;7;1000;6000;0.655887
Structure_4_96_5;6;7;1000;6000;0.629482
Structure_5_96_5;7;7;1000;6000;0.656899
Structure_6_96_5;8;7;1000;6000;0.61928
Structure_7_96_5;9;7;1000;6000;0.579772
Structure_3_97_5;5;7;1000;8000;0.562084
Structure_4_97_5;6;7;1000;8000;0.537726
Structure_5_97_5;7;7;1000;5000;0.670145
Structure_6_97_5;8;7;1000;4000;0.663371
Structure_7_97_5;9;7;1000;4000;0.638382
Structure_3_98_5;5;7;1000;5000;0.701221
Structure_4_98_5;6;7;1000;5000;0.682188
Structure_5_98_5;7;7;1000;5000;0.658107
Structure_6_98_5;8;7;1000;5000;0.633563
Structure_7_98_5;9;7;1000;5000;0.608523
Structure_3_99_5;5;7;1000;7000;0.656401
Structure_4_99_5;6;7;1000;5000;0.715852
Structure_5_99_5;7;7;1000;5000;0.678086
Structure_6_99_5;8;7;1000;5000;0.643857
Structure_7_99_5;9;7;1000;5000;0.606251
Structure_3_100_5;5;7;1000;5000;0.73043
Structure_4_100_5;6;7;1000;5000;0.70622
Structure_5_100_5;7;7;1000;5000;0.680989
Structure_6_100_5;8;7;1000;5000;0.655422
Structure_7_100_5;9;7;1000;4000;0.616796
Structure_3_101_5;5;7;1000;5000;0.745005
Structure_4_101_5;6;7;1000;5000;0.70208
Structure_5_101_5;7;7;1000;5000;0.661292
Structure_6_101_5;8;7;1000;5000;0.620568
Structure_7_101_5;9;7;1000;5000;0.608512
Structure_3_102_5;5;7;1000;7000;0.656254
Structure_4_102_5;6;7;1000;5000;0.711534
Structure_5_102_5;7;7;1000;5000;0.672617
Structure_6_102_5;8;7;1000;5000;0.637025
Structure_7_102_5;9;7;1000;5000;0.596494
Structure_3_103_5;5;7;1000;8000;0.57039
Structure_4_103_5;6;7;1000;4000;0.732096
Structure_5_103_5;7;7;1000;4000;0.694144
Structure_6_103_5;8;7;1000;4000;0.652971
Structure_7_103_5;9;7;1000;4000;0.619016
Structure_3_104_5;5;7;1000;8000;0.628102
Structure_4_104_5;6;7;1000;8000;0.603425
Structure_5_104_5;7;7;1000;5000;0.68007
Structure_6_104_5;8;7;1000;5000;0.655783
Structure_7_104_5;9;7;1000;5000;0.630981
Structure_3_105_5;5;7;1000;6000;0.677973
Structure_4_105_5;6;7;1000;5000;0.720578
Structure_5_105_5;7;7;1000;5000;0.679931
Structure_6_105_5;8;7;1000;5000;0.63948
Structure_7_105_5;9;7;1000;5000;0.600534
Structure_3_106_5;5;7;1000;7000;0.664492
Structure_4_106_5;6;7;1000;7000;0.638324
Structure_5_106_5;7;7;1000;7000;0.612838
Structure_6_106_5;8;7;1000;7000;0.588332
Structure_7_106_5;9;7;1000;7000;0.563894
Structure_3_107_5;5;7;1000;7000;0.661498
Structure_4_107_5;6;7;1000;7000;0.624351
Structure_5_107_5;7;7;1000;7000;0.615164
Structure_6_107_5;8;7;1000;7000;0.575727
Structure_7_107_5;9;7;1000;7000;0.544307
Structure_3_108_5;5;7;1000;9000;0.556001
Structure_4_108_5;6;7;1000;8000;0.599792
Structure_5_108_5;7;7;1000;4000;0.690723
Structure_6_108_5;8;7;1000;4000;0.649943
Structure_7_108_5;9;7;1000;4000;0.616747
Structure_3_109_5;5;7;1000;7000;0.64097
Structure_4_109_5;6;7;1000;4000;0.732254
Structure_5_109_5;7;7;1000;4000;0.691569
Structure_6_109_5;8;7;1000;4000;0.659524
Structure_7_109_5;9;7;1000;4000;0.618906
Structure_3_110_5;5;7;1000;7000;0.637975
Structure_4_110_5;6;7;1000;4000;0.728305
Structure_5_110_5;7;7;1000;4000;0.687889
Structure_6_110_5;8;7;1000;4000;0.647266
Structure_7_110_5;9;7;1000;4000;0.60679
Structure_3_111_5;5;7;1000;8000;0.615241
Structure_4_111_5;6;7;1000;6000;0.674307
Structure_5_111_5;7;7;1000;5000;0.676638
Structure_6_111_5;8;7;1000;5000;0.652378
Structure_7_111_5;9;7;1000;4000;0.638005
Structure_3_112_5;5;7;1000;8000;0.560715
Structure_4_112_5;6;7;1000;8000;0.536329
Structure_5_112_5;7;7;1000;5000;0.658991
Structure_6_112_5;8;7;1000;5000;0.634527
Structure_7_112_5;9;7;1000;5000;0.609864
Structure_3_113_5;5;7;1000;10000;0.187478
Structure_4_113_5;6;7;1000;6000;0.662936
Structure_5_113_5;7;7;1000;6000;0.637756
Structure_6_113_5;8;7;1000;5000;0.631176
Structure_7_113_5;9;7;1000;5000;0.591593
Structure_3_114_5;5;7;1000;6000;0.676805
Structure_4_114_5;6;7;1000;6000;0.679431
Structure_5_114_5;7;7;1000;6000;0.658452
Structure_6_114_5;8;7;1000;6000;0.617827
Structure_7_114_5;9;7;1000;6000;0.577159
Structure_3_115_5;5;7;1000;10000;0.338075
Structure_4_115_5;6;7;1000;6000;0.66533
Structure_5_115_5;7;7;1000;4000;0.69272
Structure_6_115_5;8;7;1000;4000;0.658097
Structure_7_115_5;9;7;1000;4000;0.617775
Structure_3_116_5;5;7;1000;10000;0.32518
Structure_4_116_5;6;7;1000;9000;0.145636
Structure_5_116_5;7;7;1000;5000;0.674405
Structure_6_116_5;8;7;1000;4000;0.668157
Structure_7_116_5;9;7;1000;4000;0.612561
Structure_3_117_5;5;7;1000;9000;0.540808
Structure_4_117_5;6;7;1000;9000;0.517389
Structure_5_117_5;7;7;1000;6000;0.635415
Structure_6_117_5;8;7;1000;5000;0.619568
Structure_7_117_5;9;7;1000;5000;0.599301
Structure_3_118_5;5;7;1000;8000;0.592813
Structure_4_118_5;6;7;1000;6000;0.647126
Structure_5_118_5;7;7;1000;6000;0.622251
Structure_6_118_5;8;7;1000;6000;0.606511
Structure_7_118_5;9;7;1000;6000;0.566232
Structure_3_119_5;5;7;1000;7000;0.641065
Structure_4_119_5;6;7;1000;6000;0.699685
Structure_5_119_5;7;7;1000;6000;0.660101
Structure_6_119_5;8;7;1000;6000;0.627271
Structure_7_119_5;9;7;1000;6000;0.587206
Structure_3_120_5;5;7;1000;5000;0.733066
Structure_4_120_5;6;7;1000;5000;0.706921
Structure_5_120_5;7;7;1000;5000;0.682542
Structure_6_120_5;8;7;1000;4000;0.666272
Structure_7_120_5;9;7;1000;4000;0.643926
Structure_3_121_5;5;7;1000;6000;0.699664
Structure_4_121_5;6;7;1000;5000;0.684421
Structure_5_121_5;7;7;1000;5000;0.659988
Structure_6_121_5;8;7;1000;5000;0.636095
Structure_7_121_5;9;7;1000;5000;0.60968
Structure_3_122_5;5;7;1000;5000;0.735928
Structure_4_122_5;6;7;1000;5000;0.693824
Structure_5_122_5;7;7;1000;5000;0.653573
Structure_6_122_5;8;7;1000;5000;0.611714
Structure_7_122_5;9;7;1000;5000;0.600292
Structure_3_123_5;5;7;1000;10000;0.070804
Structure_4_123_5;6;7;1000;8000;0.526455
Structure_5_123_5;7;7;1000;6000;0.637383
Structure_6_123_5;8;7;1000;5000;0.620975
Structure_7_123_5;9;7;1000;5000;0.58024
Structure_3_124_5;5;7;1000;6000;0.65261
Structure_4_124_5;6;7;1000;6000;0.628222
Structure_5_124_5;7;7;1000;6000;0.657294
Structure_6_124_5;8;7;1000;6000;0.623989
Structure_7_124_5;9;7;1000;6000;0.586286
Structure_3_125_5;5;7;1000;6000;0.711843
Structure_4_125_5;6;7;1000;5000;0.708177
Structure_5_125_5;7;7;1000;5000;0.682232
Structure_6_125_5;8;7;1000;5000;0.656122
Structure_7_125_5;9;7;1000;4000;0.643909
Structure_3_126_5;5;7;1000;9000;0.540919
Structure_4_126_5;6;7;1000;9000;0.516453
Structure_5_126_5;7;7;1000;7000;0.608328
Structure_6_126_5;8;7;1000;5000;0.641698
Structure_7_126_5;9;7;1000;5000;0.60198
Structure_3_127_5;5;7;1000;9000;0.223168
Structure_4_127_5;6;7;1000;9000;0.160162
Structure_5_127_5;7;7;1000;8000;0.502335
Structure_6_127_5;8;7;1000;8000;0.477705
Structure_7_127_5;9;7;1000;7000;0.470499
Structure_3_128_5;5;7;1000;8000;0.581876
Structure_4_128_5;6;7;1000;8000;0.603956
Structure_5_128_5;7;7;1000;8000;0.565769
Structure_6_128_5;8;7;1000;8000;0.525082
Structure_7_128_5;9;7;1000;8000;0.486358
Structure_3_129_5;5;7;1000;9000;0.1989
Structure_4_129_5;6;7;1000;5000;0.6979
Structure_5_129_5;7;7;1000;5000;0.675853
Structure_6_129_5;8;7;1000;5000;0.637006
Structure_7_129_5;9;7;1000;5000;0.606009
Structure_3_130_5;5;7;1000;6000;0.687871
Structure_4_130_5;6;7;1000;5000;0.695719
Structure_5_130_5;7;7;1000;5000;0.670956
Structure_6_130_5;8;7;1000;5000;0.646424
Structure_7_130_5;9;7;1000;4000;0.641138
Structure_3_131_5;5;7;1000;6000;0.667665
Structure_4_131_5;6;7;1000;5000;0.681524
Structure_5_131_5;7;7;1000;5000;0.657281
Structure_6_131_5;8;7;1000;5000;0.632529
Structure_7_131_5;9;7;1000;5000;0.608049
Structure_3_132_5;5;7;1000;7000;0.656386
Structure_4_132_5;6;7;1000;7000;0.632082
Structure_5_132_5;7;7;1000;6000;0.643957
Structure_6_132_5;8;7;1000;5000;0.635387
Structure_7_132_5;9;7;1000;5000;0.596656
Structure_3_133_5;5;7;1000;6000;0.656646
Structure_4_133_5;6;7;1000;6000;0.630347
Structure_5_133_5;7;7;1000;6000;0.603802
Structure_6_133_5;8;7;1000;6000;0.579127
Structure_7_133_5;9;7;1000;6000;0.562217
Structure_3_134_5;5;7;1000;6000;0.6364
Structure_4_134_5;6;7;1000;6000;0.677392
Structure_5_134_5;7;7;1000;6000;0.642093
Structure_6_134_5;8;7;1000;6000;0.601575
Structure_7_134_5;9;7;1000;6000;0.562396
Structure_3_135_5;5;7;1000;6000;0.695664
Structure_4_135_5;6;7;1000;6000;0.671597
Structure_5_135_5;7;7;1000;6000;0.644128
Structure_6_135_5;8;7;1000;5000;0.650805
Structure_7_135_5;9;7;1000;5000;0.624712
Structure_3_136_5;5;7;1000;7000;0.58655
Structure_4_136_5;6;7;1000;6000;0.624591
Structure_5_136_5;7;7;1000;6000;0.599029
Structure_6_136_5;8;7;1000;6000;0.575033
Structure_7_136_5;9;7;1000;6000;0.569208
Structure_3_137_5;5;7;1000;8000;0.502199
Structure_4_137_5;6;7;1000;8000;0.510866
Structure_5_137_5;7;7;1000;8000;0.485379
Structure_6_137_5;8;7;1000;6000;0.59038
Structure_7_137_5;9;7;1000;6000;0.550459
Structure_3_138_5;5;7;1000;8000;0.281902
Structure_4_138_5;6;7;1000;8000;0.182724
Structure_5_138_5;7;7;1000;8000;0.476682
Structure_6_138_5;8;7;1000;8000;0.471662
Structure_7_138_5;9;7;1000;8000;0.432383
Structure_3_139_5;5;7;1000;9000;0.249154
Structure_4_139_5;6;7;1000;8000;0.557517
Structure_5_139_5;7;7;1000;8000;0.532718
Structure_6_139_5;8;7;1000;6000;0.610567
Structure_7_139_5;9;7;1000;6000;0.570477
Structure_3_140_5;5;7;1000;11000;0
Structure_4_140_5;6;7;1000;8000;0.200592
Structure_5_140_5;7;7;1000;8000;0.50019
Structure_6_140_5;8;7;1000;8000;0.529893
Structure_7_140_5;9;7;1000;8000;0.495168
Structure_3_141_5;5;7;1000;8000;0.549705
Structure_4_141_5;6;7;1000;8000;0.526028
Structure_5_141_5;7;7;1000;7000;0.551472
Structure_6_141_5;8;7;1000;7000;0.575853
Structure_7_141_5;9;7;1000;7000;0.535114
Structure_3_142_5;5;7;1000;10000;0.024457
Structure_4_142_5;6;7;1000;10000;0
Structure_5_142_5;7;7;1000;8000;0.097274
Structure_6_142_5;8;7;1000;7000;0.56498
Structure_7_142_5;9;7;1000;7000;0.524472
Structure_3_143_5;5;7;1000;10000;0.283563
Structure_4_143_5;6;7;1000;9000;0.046232
Structure_5_143_5;7;7;1000;9000;0.333682
Structure_6_143_5;8;7;1000;8000;0.020195
Structure_7_143_5;9;7;1000;8000;0
Structure_3_144_5;5;7;1000;9000;0.338155
Structure_4_144_5;6;7;1000;9000;0.279889
Structure_5_144_5;7;7;1000;9000;0.172067
Structure_6_144_5;8;7;1000;9000;0.328948
Structure_7_144_5;9;7;1000;9000;0.447851
Structure_3_145_5;5;7;1000;7000;0.612015
Structure_4_145_5;6;7;1000;7000;0.578623
Structure_5_145_5;7;7;1000;6000;0.615741
Structure_6_145_5;8;7;1000;6000;0.576394
Structure_7_145_5;9;7;1000;6000;0.535385
Structure_3_146_5;5;7;1000;7000;0.635147
Structure_4_146_5;6;7;1000;6000;0.691714
Structure_5_146_5;7;7;1000;6000;0.651162
Structure_6_146_5;8;7;1000;6000;0.612135
Structure_7_146_5;9;7;1000;6000;0.574576
Structure_3_147_5;5;7;1000;7000;0.675518
Structure_4_147_5;6;7;1000;4000;0.731368
Structure_5_147_5;7;7;1000;4000;0.690212
Structure_6_147_5;8;7;1000;4000;0.651816
Structure_7_147_5;9;7;1000;4000;0.611292
Structure_3_148_5;5;7;1000;7000;0.638952
Structure_4_148_5;6;7;1000;6000;0.679951
Structure_5_148_5;7;7;1000;6000;0.65563
Structure_6_148_5;8;7;1000;5000;0.653467
Structure_7_148_5;9;7;1000;4000;0.608986
Structure_3_149_5;5;7;1000;9000;0.243554
Structure_4_149_5;6;7;1000;7000;0.601213
Structure_5_149_5;7;7;1000;7000;0.576273
Structure_6_149_5;8;7;1000;6000;0.614272
Structure_7_149_5;9;7;1000;6000;0.573782
Structure_3_150_5;5;7;1000;7000;0.630094
Structure_4_150_5;6;7;1000;7000;0.585963
Structure_5_150_5;7;7;1000;7000;0.619428
Structure_6_150_5;8;7;1000;7000;0.581583
Structure_7_150_5;9;7;1000;7000;0.539833
Structure_3_151_5;5;7;1000;7000;0.642477
Structure_4_151_5;6;7;1000;7000;0.614467
Structure_5_151_5;7;7;1000;4000;0.687194
Structure_6_151_5;8;7;1000;4000;0.646447
Structure_7_151_5;9;7;1000;4000;0.606232
Structure_3_152_5;5;7;1000;7000;0.639336
Structure_4_152_5;6;7;1000;4000;0.715115
Structure_5_152_5;7;7;1000;4000;0.690483
Structure_6_152_5;8;7;1000;4000;0.649161
Structure_7_152_5;9;7;1000;4000;0.608537
Structure_3_153_5;5;7;1000;7000;0.650245
Structure_4_153_5;6;7;1000;7000;0.615902
Structure_5_153_5;7;7;1000;7000;0.590097
Structure_6_153_5;8;7;1000;6000;0.614433
Structure_7_153_5;9;7;1000;6000;0.58955
Structure_3_154_5;5;7;1000;7000;0.635484
Structure_4_154_5;6;7;1000;7000;0.621186
Structure_5_154_5;7;7;1000;7000;0.581178
Structure_6_154_5;8;7;1000;7000;0.548344
Structure_7_154_5;9;7;1000;7000;0.521392
Structure_3_155_5;5;7;1000;9000;0.201391
Structure_4_155_5;6;7;1000;5000;0.685329
Structure_5_155_5;7;7;1000;5000;0.659797
Structure_6_155_5;8;7;1000;5000;0.635355
Structure_7_155_5;9;7;1000;5000;0.610907
Structure_3_156_5;5;7;1000;7000;0.620502
Structure_4_156_5;6;7;1000;5000;0.709849
Structure_5_156_5;7;7;1000;5000;0.66946
Structure_6_156_5;8;7;1000;5000;0.631672
Structure_7_156_5;9;7;1000;5000;0.599042
Structure_3_157_5;5;7;1000;5000;0.719022
Structure_4_157_5;6;7;1000;5000;0.69452
Structure_5_157_5;7;7;1000;5000;0.670098
Structure_6_157_5;8;7;1000;4000;0.664557
Structure_7_157_5;9;7;1000;4000;0.6396
Structure_3_158_5;5;7;1000;7000;0.655729
Structure_4_158_5;6;7;1000;7000;0.631033
Structure_5_158_5;7;7;1000;5000;0.670611
Structure_6_158_5;8;7;1000;5000;0.629939
Structure_7_158_5;9;7;1000;5000;0.588958
Structure_3_159_5;5;7;1000;4000;0.737687
Structure_4_159_5;6;7;1000;4000;0.712297
Structure_5_159_5;7;7;1000;4000;0.687992
Structure_6_159_5;8;7;1000;4000;0.647036
Structure_7_159_5;9;7;1000;4000;0.6071
Structure_3_160_5;5;7;1000;6000;0.686266
Structure_4_160_5;6;7;1000;6000;0.661378
Structure_5_160_5;7;7;1000;6000;0.636985
Structure_6_160_5;8;7;1000;4000;0.655556
Structure_7_160_5;9;7;1000;4000;0.615149
Structure_3_161_5;5;7;1000;6000;0.705781
Structure_4_161_5;6;7;1000;6000;0.665985
Structure_5_161_5;7;7;1000;6000;0.627505
Structure_6_161_5;8;7;1000;6000;0.602476
Structure_7_161_5;9;7;1000;6000;0.562296
Structure_3_162_5;5;7;1000;10000;0.178902
Structure_4_162_5;6;7;1000;7000;0.640454
Structure_5_162_5;7;7;1000;5000;0.668602
Structure_6_162_5;8;7;1000;5000;0.627913
Structure_7_162_5;9;7;1000;5000;0.607416
Structure_3_163_5;5;7;1000;8000;0.56346
Structure_4_163_5;6;7;1000;8000;0.538163
Structure_5_163_5;7;7;1000;5000;0.667638
Structure_6_163_5;8;7;1000;5000;0.642757
Structure_7_163_5;9;7;1000;5000;0.607302
Structure_3_164_5;5;7;1000;7000;0.665232
Structure_4_164_5;6;7;1000;7000;0.640267
Structure_5_164_5;7;7;1000;5000;0.681484
Structure_6_164_5;8;7;1000;5000;0.646089
Structure_7_164_5;9;7;1000;5000;0.608078
Structure_3_165_5;5;7;1000;11000;0.367594
Structure_4_165_5;6;7;1000;6000;0.683527
Structure_5_165_5;7;7;1000;5000;0.683567
Structure_6_165_5;8;7;1000;5000;0.657733
Structure_7_165_5;9;7;1000;4000;0.612521
Structure_3_166_5;5;7;1000;7000;0.664303
Structure_4_166_5;6;7;1000;5000;0.722526
Structure_5_166_5;7;7;1000;5000;0.682018
Structure_6_166_5;8;7;1000;5000;0.641593
Structure_7_166_5;9;7;1000;5000;0.6115
Structure_3_167_5;5;7;1000;9000;0.192702
Structure_4_167_5;6;7;1000;8000;0.547102
Structure_5_167_5;7;7;1000;5000;0.679757
Structure_6_167_5;8;7;1000;5000;0.655897
Structure_7_167_5;9;7;1000;5000;0.631405
Structure_3_168_5;5;7;1000;7000;0.663244
Structure_4_168_5;6;7;1000;5000;0.720614
Structure_5_168_5;7;7;1000;5000;0.681343
Structure_6_168_5;8;7;1000;5000;0.64574
Structure_7_168_5;9;7;1000;5000;0.605211
Structure_3_169_5;5;7;1000;5000;0.722823
Structure_4_169_5;6;7;1000;5000;0.698949
Structure_5_169_5;7;7;1000;4000;0.693581
Structure_6_169_5;8;7;1000;4000;0.652575
Structure_7_169_5;9;7;1000;4000;0.61191
Structure_3_170_5;5;7;1000;6000;0.692677
Structure_4_170_5;6;7;1000;6000;0.668502
Structure_5_170_5;7;7;1000;6000;0.644199
Structure_6_170_5;8;7;1000;4000;0.669458
Structure_7_170_5;9;7;1000;4000;0.645051
Structure_3_171_5;5;7;1000;9000;0.413969
Structure_4_171_5;6;7;1000;7000;0.562286
Structure_5_171_5;7;7;1000;7000;0.536458
Structure_6_171_5;8;7;1000;6000;0.586643
Structure_7_171_5;9;7;1000;6000;0.54675
Structure_3_172_5;5;7;1000;7000;0.600139
Structure_4_172_5;6;7;1000;7000;0.560911
Structure_5_172_5;7;7;1000;7000;0.520747
Structure_6_172_5;8;7;1000;7000;0.479409
Structure_7_172_5;9;7;1000;7000;0.474595
Structure_3_173_5;5;7;1000;7000;0.652056
Structure_4_173_5;6;7;1000;7000;0.611519
Structure_5_173_5;7;7;1000;7000;0.571397
Structure_6_173_5;8;7;1000;7000;0.530291
Structure_7_173_5;9;7;1000;7000;0.543604
Structure_3_174_5;5;7;1000;7000;0.6173
Structure_4_174_5;6;7;1000;7000;0.592833
Structure_5_174_5;7;7;1000;7000;0.565754
Structure_6_174_5;8;7;1000;6000;0.584106
Structure_7_174_5;9;7;1000;6000;0.561207
Structure_3_175_5;5;7;1000;7000;0.562366
Structure_4_175_5;6;7;1000;7000;0.639325
Structure_5_175_5;7;7;1000;7000;0.601473
Structure_6_175_5;8;7;1000;7000;0.583876
Structure_7_175_5;9;7;1000;7000;0.55612
Structure_3_176_5;5;7;1000;10000;0.195943
Structure_4_176_5;6;7;1000;10000;0.149045
Structure_5_176_5;7;7;1000;7000;0.599843
Structure_6_176_5;8;7;1000;7000;0.575292
Structure_7_176_5;9;7;1000;6000;0.585444
Structure_3_177_5;5;7;1000;7000;0.596972
Structure_4_177_5;6;7;1000;7000;0.638112
Structure_5_177_5;7;7;1000;7000;0.616816
Structure_6_177_5;8;7;1000;7000;0.57583
Structure_7_177_5;9;7;1000;7000;0.54953
Structure_3_178_5;5;7;1000;6000;0.693328
Structure_4_178_5;6;7;1000;6000;0.678706
Structure_5_178_5;7;7;1000;4000;0.687209
Structure_6_178_5;8;7;1000;4000;0.64638
Structure_7_178_5;9;7;1000;4000;0.616658
Structure_3_179_5;5;7;1000;10000;0.21198
Structure_4_179_5;6;7;1000;8000;0.600818
Structure_5_179_5;7;7;1000;8000;0.576122
Structure_6_179_5;8;7;1000;5000;0.65342
Structure_7_179_5;9;7;1000;4000;0.60887
Structure_3_180_5;5;7;1000;8000;0.254939
Structure_4_180_5;6;7;1000;8000;0.199319
Structure_5_180_5;7;7;1000;8000;0.51364
Structure_6_180_5;8;7;1000;8000;0.528831
Structure_7_180_5;9;7;1000;8000;0.490143
Structure_3_181_5;5;7;1000;8000;0.561349
Structure_4_181_5;6;7;1000;8000;0.537689
Structure_5_181_5;7;7;1000;7000;0.6265
Structure_6_181_5;8;7;1000;7000;0.585891
Structure_7_181_5;9;7;1000;7000;0.550993
Structure_3_182_5;5;7;1000;7000;0.640596
Structure_4_182_5;6;7;1000;4000;0.730789
Structure_5_182_5;7;7;1000;4000;0.690279
Structure_6_182_5;8;7;1000;4000;0.649704
Structure_7_182_5;9;7;1000;4000;0.607815
Structure_3_183_5;5;7;1000;10000;0.236694
Structure_4_183_5;6;7;1000;10000;0.13778
Structure_5_183_5;7;7;1000;6000;0.657418
Structure_6_183_5;8;7;1000;6000;0.63159
Structure_7_183_5;9;7;1000;6000;0.606457
Structure_3_184_5;5;7;1000;10000;0.323739
Structure_4_184_5;6;7;1000;9000;0.108312
Structure_5_184_5;7;7;1000;6000;0.6467
Structure_6_184_5;8;7;1000;6000;0.618759
Structure_7_184_5;9;7;1000;6000;0.583059
Structure_3_185_5;5;7;1000;11000;0.34321
Structure_4_185_5;6;7;1000;10000;0.438771
Structure_5_185_5;7;7;1000;8000;0.56631
Structure_6_185_5;8;7;1000;6000;0.620274
Structure_7_185_5;9;7;1000;5000;0.607492
Structure_3_186_5;5;7;1000;8000;0.602218
Structure_4_186_5;6;7;1000;8000;0.563141
Structure_5_186_5;7;7;1000;8000;0.523025
Structure_6_186_5;8;7;1000;8000;0.534796
Structure_7_186_5;9;7;1000;8000;0.494937
Structure_3_187_5;5;7;1000;6000;0.667629
Structure_4_187_5;6;7;1000;6000;0.658961
Structure_5_187_5;7;7;1000;6000;0.647134
Structure_6_187_5;8;7;1000;6000;0.607251
Structure_7_187_5;9;7;1000;6000;0.566898
Structure_3_188_5;5;7;1000;8000;0.636626
Structure_4_188_5;6;7;1000;7000;0.660535
Structure_5_188_5;7;7;1000;7000;0.634569
Structure_6_188_5;8;7;1000;7000;0.610024
Structure_7_188_5;9;7;1000;7000;0.584892
Structure_3_189_5;5;7;1000;7000;0.684717
Structure_4_189_5;6;7;1000;7000;0.66781
Structure_5_189_5;7;7;1000;7000;0.634996
Structure_6_189_5;8;7;1000;7000;0.594544
Structure_7_189_5;9;7;1000;7000;0.553976
Structure_3_190_5;5;7;1000;9000;0.195212
Structure_4_190_5;6;7;1000;6000;0.692564
Structure_5_190_5;7;7;1000;6000;0.667391
Structure_6_190_5;8;7;1000;4000;0.674864
Structure_7_190_5;9;7;1000;3000;0.6249
Structure_3_191_5;5;7;1000;9000;0.15571
Structure_4_191_5;6;7;1000;9000;0.100289
Structure_5_191_5;7;7;1000;9000;0.032292
Structure_6_191_5;8;7;1000;6000;0.580013
Structure_7_191_5;9;7;1000;6000;0.576655
Structure_3_192_5;5;7;1000;9000;0
Structure_4_192_5;6;7;1000;9000;0.07468
Structure_5_192_5;7;7;1000;9000;0.0666
Structure_6_192_5;8;7;1000;9000;0
Structure_7_192_5;9;7;1000;9000;0
Structure_3_193_5;5;7;1000;6000;0.679997
Structure_4_193_5;6;7;1000;6000;0.652437
Structure_5_193_5;7;7;1000;5000;0.665769
Structure_6_193_5;8;7;1000;5000;0.64667
Structure_7_193_5;9;7;1000;5000;0.607367
Structure_3_194_5;5;7;1000;8000;0.615482
Structure_4_194_5;6;7;1000;8000;0.589682
Structure_5_194_5;7;7;1000;7000;0.614264
Structure_6_194_5;8;7;1000;5000;0.636897
Structure_7_194_5;9;7;1000;5000;0.604028
Structure_3_195_5;5;7;1000;7000;0.66627
Structure_4_195_5;6;7;1000;7000;0.626079
Structure_5_195_5;7;7;1000;7000;0.625981
Structure_6_195_5;8;7;1000;7000;0.594156
