Name;Number_of_columns_X;Number_of_columns_Y;Column_spacing_minimum_(mm);Beam_span_maximum_(mm);Y_label
Structure_6_34_4;8;6;1000;6000;0.647354
Structure_7_34_4;9;6;1000;6000;0.610018
Structure_3_35_4;5;6;1000;6000;0.702196
Structure_4_35_4;6;6;1000;5000;0.733976
Structure_5_35_4;7;6;1000;5000;0.702352
Structure_6_35_4;8;6;1000;5000;0.666239
Structure_7_35_4;9;6;1000;5000;0.630659
Structure_3_36_4;5;6;1000;7000;0.713775
Structure_4_36_4;6;6;1000;7000;0.690177
Structure_5_36_4;7;6;1000;7000;0.667682
Structure_6_36_4;8;6;1000;6000;0.67818
Structure_7_36_4;9;6;1000;6000;0.656496
Structure_3_37_4;5;6;1000;8000;0.593383
Structure_4_37_4;6;6;1000;8000;0.570434
Structure_5_37_4;7;6;1000;7000;0.583046
Structure_6_37_4;8;6;1000;7000;0.546112
Structure_7_37_4;9;6;1000;7000;0.581353
Structure_3_38_4;5;6;1000;8000;0.364207
Structure_4_38_4;6;6;1000;8000;0.625068
Structure_5_38_4;7;6;1000;8000;0.58799
Structure_6_38_4;8;6;1000;8000;0.570649
Structure_7_38_4;9;6;1000;8000;0.536251
Structure_3_39_4;5;6;1000;8000;0.591725
Structure_4_39_4;6;6;1000;8000;0.570615
Structure_5_39_4;7;6;1000;7000;0.643443
Structure_6_39_4;8;6;1000;5000;0.667073
Structure_7_39_4;9;6;1000;5000;0.640077
Structure_3_40_4;5;6;1000;8000;0.251367
Structure_4_40_4;6;6;1000;8000;0.259312
Structure_5_40_4;7;6;1000;8000;0.523435
Structure_6_40_4;8;6;1000;8000;0.487577
Structure_7_40_4;9;6;1000;8000;0.47962
Structure_3_41_4;5;6;1000;8000;0.313108
Structure_4_41_4;6;6;1000;8000;0.269019
Structure_5_41_4;7;6;1000;7000;0.588756
Structure_6_41_4;8;6;1000;7000;0.568238
Structure_7_41_4;9;6;1000;7000;0.559512
Structure_3_42_4;5;6;1000;9000;0.214155
Structure_4_42_4;6;6;1000;8000;0.518189
Structure_5_42_4;7;6;1000;8000;0.505316
Structure_6_42_4;8;6;1000;8000;0.499836
Structure_7_42_4;9;6;1000;8000;0.464046
Structure_3_43_4;5;6;1000;7000;0.675356
Structure_4_43_4;6;6;1000;7000;0.652561
Structure_5_43_4;7;6;1000;6000;0.684141
Structure_6_43_4;8;6;1000;6000;0.64816
Structure_7_43_4;9;6;1000;6000;0.610683
Structure_3_44_4;5;6;1000;7000;0.605249
Structure_4_44_4;6;6;1000;7000;0.675309
Structure_5_44_4;7;6;1000;7000;0.65424
Structure_6_44_4;8;6;1000;7000;0.618867
Structure_7_44_4;9;6;1000;7000;0.582275
Structure_3_45_4;5;6;1000;7000;0.661874
Structure_4_45_4;6;6;1000;6000;0.702322
Structure_5_45_4;7;6;1000;6000;0.680747
Structure_6_45_4;8;6;1000;5000;0.673728
Structure_7_45_4;9;6;1000;5000;0.636551
Structure_3_46_4;5;6;1000;8000;0.561732
Structure_4_46_4;6;6;1000;6000;0.693445
Structure_5_46_4;7;6;1000;6000;0.665645
Structure_6_46_4;8;6;1000;6000;0.640862
Structure_7_46_4;9;6;1000;6000;0.603738
Structure_3_47_4;5;6;1000;8000;0.583824
Structure_4_47_4;6;6;1000;6000;0.680116
Structure_5_47_4;7;6;1000;6000;0.659568
Structure_6_47_4;8;6;1000;5000;0.676968
Structure_7_47_4;9;6;1000;5000;0.655657
Structure_3_48_4;5;6;1000;6000;0.68395
Structure_4_48_4;6;6;1000;6000;0.685703
Structure_5_48_4;7;6;1000;6000;0.671037
Structure_6_48_4;8;6;1000;6000;0.635513
Structure_7_48_4;9;6;1000;6000;0.598952
Structure_3_49_4;5;6;1000;8000;0.593393
Structure_4_49_4;6;6;1000;7000;0.667002
Structure_5_49_4;7;6;1000;6000;0.68434
Structure_6_49_4;8;6;1000;5000;0.666783
Structure_7_49_4;9;6;1000;5000;0.629821
Structure_3_50_4;5;6;1000;7000;0.615206
Structure_4_50_4;6;6;1000;7000;0.661976
Structure_5_50_4;7;6;1000;7000;0.64232
Structure_6_50_4;8;6;1000;7000;0.610949
Structure_7_50_4;9;6;1000;7000;0.573095
Structure_3_51_4;5;6;1000;5000;0.760023
Structure_4_51_4;6;6;1000;5000;0.722423
Structure_5_51_4;7;6;1000;5000;0.685432
Structure_6_51_4;8;6;1000;5000;0.648539
Structure_7_51_4;9;6;1000;5000;0.624367
Structure_3_52_4;5;6;1000;7000;0.700049
Structure_4_52_4;6;6;1000;5000;0.74311
Structure_5_52_4;7;6;1000;5000;0.70567
Structure_6_52_4;8;6;1000;5000;0.669702
Structure_7_52_4;9;6;1000;5000;0.63258
Structure_3_53_4;5;6;1000;5000;0.754565
Structure_4_53_4;6;6;1000;5000;0.734157
Structure_5_53_4;7;6;1000;4000;0.714585
Structure_6_53_4;8;6;1000;4000;0.677636
Structure_7_53_4;9;6;1000;4000;0.639854
Structure_3_54_4;5;6;1000;6000;0.706153
Structure_4_54_4;6;6;1000;6000;0.682477
Structure_5_54_4;7;6;1000;5000;0.698039
Structure_6_54_4;8;6;1000;5000;0.667463
Structure_7_54_4;9;6;1000;5000;0.630674
Structure_3_55_4;5;6;1000;11000;0.161761
Structure_4_55_4;6;6;1000;10000;0.314606
Structure_5_55_4;7;6;1000;9000;0.221359
Structure_6_55_4;8;6;1000;7000;0.591164
Structure_7_55_4;9;6;1000;6000;0.555408
Structure_3_56_4;5;6;1000;10000;0.055272
Structure_4_56_4;6;6;1000;10000;0.025985
Structure_5_56_4;7;6;1000;10000;0
Structure_6_56_4;8;6;1000;10000;0.270117
Structure_7_56_4;9;6;1000;10000;0.234496
Structure_3_57_4;5;6;1000;7000;0.697215
Structure_4_57_4;6;6;1000;7000;0.668586
Structure_5_57_4;7;6;1000;7000;0.631663
Structure_6_57_4;8;6;1000;7000;0.613321
Structure_7_57_4;9;6;1000;7000;0.57716
Structure_3_58_4;5;6;1000;6000;0.726201
Structure_4_58_4;6;6;1000;6000;0.706194
Structure_5_58_4;7;6;1000;6000;0.684981
Structure_6_58_4;8;6;1000;6000;0.662485
Structure_7_58_4;9;6;1000;6000;0.641357
Structure_3_59_4;5;6;1000;7000;0.67696
Structure_4_59_4;6;6;1000;6000;0.718871
Structure_5_59_4;7;6;1000;6000;0.682156
Structure_6_59_4;8;6;1000;6000;0.645113
Structure_7_59_4;9;6;1000;6000;0.607615
Structure_3_60_4;5;6;1000;5000;0.756215
Structure_4_60_4;6;6;1000;5000;0.740779
Structure_5_60_4;7;6;1000;5000;0.718495
Structure_6_60_4;8;6;1000;5000;0.697493
Structure_7_60_4;9;6;1000;4000;0.647906
Structure_3_61_4;5;6;1000;6000;0.71357
Structure_4_61_4;6;6;1000;6000;0.690111
Structure_5_61_4;7;6;1000;6000;0.667025
Structure_6_61_4;8;6;1000;6000;0.645829
Structure_7_61_4;9;6;1000;5000;0.610607
Structure_3_62_4;5;6;1000;7000;0.659903
Structure_4_62_4;6;6;1000;6000;0.67151
Structure_5_62_4;7;6;1000;6000;0.645083
Structure_6_62_4;8;6;1000;6000;0.607736
Structure_7_62_4;9;6;1000;6000;0.570752
Structure_3_63_4;5;6;1000;6000;0.704106
Structure_4_63_4;6;6;1000;6000;0.703313
Structure_5_63_4;7;6;1000;6000;0.666271
Structure_6_63_4;8;6;1000;6000;0.652876
Structure_7_63_4;9;6;1000;6000;0.618108
Structure_3_64_4;5;6;1000;6000;0.717863
Structure_4_64_4;6;6;1000;6000;0.696338
Structure_5_64_4;7;6;1000;5000;0.69929
Structure_6_64_4;8;6;1000;5000;0.678168
Structure_7_64_4;9;6;1000;5000;0.65773
Structure_3_65_4;5;6;1000;6000;0.719681
Structure_4_65_4;6;6;1000;6000;0.696342
Structure_5_65_4;7;6;1000;6000;0.680801
Structure_6_65_4;8;6;1000;6000;0.643576
Structure_7_65_4;9;6;1000;6000;0.609045
Structure_3_66_4;5;6;2000;8000;0.582976
Structure_4_66_4;6;6;1000;8000;0.562379
Structure_5_66_4;7;6;1000;7000;0.610678
Structure_6_66_4;8;6;1000;5000;0.6462
Structure_7_66_4;9;6;1000;5000;0.622928
Structure_3_67_4;5;6;1000;8000;0.337592
Structure_4_67_4;6;6;1000;8000;0.510359
Structure_5_67_4;7;6;1000;8000;0.535785
Structure_6_67_4;8;6;1000;8000;0.515919
Structure_7_67_4;9;6;1000;8000;0.485265
Structure_3_68_4;5;6;1000;8000;0.563811
Structure_4_68_4;6;6;1000;8000;0.550814
Structure_5_68_4;7;6;1000;6000;0.645678
Structure_6_68_4;8;6;1000;6000;0.646765
Structure_7_68_4;9;6;1000;6000;0.619183
Structure_3_69_4;5;6;1000;9000;0.188395
Structure_4_69_4;6;6;1000;8000;0.205183
Structure_5_69_4;7;6;1000;8000;0.113581
Structure_6_69_4;8;6;1000;8000;0.500584
Structure_7_69_4;9;6;1000;8000;0.474456
Structure_3_70_4;5;6;1000;8000;0.610032
Structure_4_70_4;6;6;1000;8000;0.64226
Structure_5_70_4;7;6;1000;8000;0.615202
Structure_6_70_4;8;6;1000;8000;0.577928
Structure_7_70_4;9;6;1000;8000;0.540647
Structure_3_71_4;5;6;1000;6000;0.721493
Structure_4_71_4;6;6;1000;5000;0.733975
Structure_5_71_4;7;6;1000;5000;0.712897
Structure_6_71_4;8;6;1000;5000;0.692105
Structure_7_71_4;9;6;1000;5000;0.671173
Structure_3_72_4;5;6;1000;8000;0.635072
Structure_4_72_4;6;6;1000;7000;0.666502
Structure_5_72_4;7;6;1000;5000;0.69695
Structure_6_72_4;8;6;1000;5000;0.666322
Structure_7_72_4;9;6;1000;5000;0.6291
Structure_3_73_4;5;6;1000;7000;0.671027
Structure_4_73_4;6;6;1000;7000;0.633694
Structure_5_73_4;7;6;1000;7000;0.629771
Structure_6_73_4;8;6;1000;7000;0.592602
Structure_7_73_4;9;6;1000;7000;0.576064
Structure_3_74_4;5;6;1000;9000;0.250889
Structure_4_74_4;6;6;1000;7000;0.633745
Structure_5_74_4;7;6;1000;6000;0.665695
Structure_6_74_4;8;6;1000;6000;0.628789
Structure_7_74_4;9;6;1000;6000;0.601796
Structure_3_75_4;5;6;1000;7000;0.61346
Structure_4_75_4;6;6;1000;7000;0.591697
Structure_5_75_4;7;6;1000;7000;0.610942
Structure_6_75_4;8;6;1000;7000;0.57424
Structure_7_75_4;9;6;1000;7000;0.536946
Structure_3_76_4;5;6;1000;7000;0.592305
Structure_4_76_4;6;6;1000;7000;0.553297
Structure_5_76_4;7;6;1000;7000;0.515774
Structure_6_76_4;8;6;1000;7000;0.478321
Structure_7_76_4;9;6;1000;7000;0.545378
Structure_3_77_4;5;6;1000;7000;0.621479
Structure_4_77_4;6;6;1000;7000;0.583699
Structure_5_77_4;7;6;1000;7000;0.605614
Structure_6_77_4;8;6;1000;7000;0.578288
Structure_7_77_4;9;6;1000;7000;0.54967
Structure_3_78_4;5;6;1000;10000;0.428256
Structure_4_78_4;6;6;1000;9000;0.249816
Structure_5_78_4;7;6;1000;7000;0.615398
Structure_6_78_4;8;6;1000;7000;0.615886
Structure_7_78_4;9;6;1000;7000;0.578962
Structure_3_79_4;5;6;1000;9000;0.273769
Structure_4_79_4;6;6;1000;9000;0.509759
Structure_5_79_4;7;6;1000;9000;0.533646
Structure_6_79_4;8;6;1000;9000;0.504783
Structure_7_79_4;9;6;1000;9000;0.469669
Structure_3_80_4;5;6;2000;6000;0.701436
Structure_4_80_4;6;6;2000;5000;0.712484
Structure_5_80_4;7;6;1000;5000;0.691968
Structure_6_80_4;8;6;1000;5000;0.670849
Structure_7_80_4;9;6;1000;5000;0.649861
Structure_3_81_4;5;6;1000;6000;0.702162
Structure_4_81_4;6;6;1000;6000;0.680365
Structure_5_81_4;7;6;1000;6000;0.658833
Structure_6_81_4;8;6;1000;6000;0.638359
Structure_7_81_4;9;6;1000;6000;0.617348
Structure_3_82_4;5;6;1000;6000;0.726055
Structure_4_82_4;6;6;1000;6000;0.689349
Structure_5_82_4;7;6;1000;6000;0.666218
Structure_6_82_4;8;6;1000;6000;0.630636
Structure_7_82_4;9;6;1000;6000;0.597622
Structure_3_83_4;5;6;1000;6000;0.731972
Structure_4_83_4;6;6;1000;6000;0.706844
Structure_5_83_4;7;6;1000;6000;0.683363
Structure_6_83_4;8;6;1000;6000;0.662402
Structure_7_83_4;9;6;1000;5000;0.666014
Structure_3_84_4;5;6;1000;7000;0.671565
Structure_4_84_4;6;6;1000;6000;0.717619
Structure_5_84_4;7;6;1000;6000;0.681919
Structure_6_84_4;8;6;1000;6000;0.645118
Structure_7_84_4;9;6;1000;6000;0.611275
Structure_3_85_4;5;6;1000;6000;0.742749
Structure_4_85_4;6;6;1000;6000;0.71933
Structure_5_85_4;7;6;1000;4000;0.732122
Structure_6_85_4;8;6;1000;4000;0.71089
Structure_7_85_4;9;6;1000;4000;0.649795
Structure_3_86_4;5;6;1000;12000;0.000882
Structure_4_86_4;6;6;1000;8000;0.596361
Structure_5_86_4;7;6;1000;6000;0.666828
Structure_6_86_4;8;6;1000;6000;0.629489
Structure_7_86_4;9;6;1000;6000;0.609825
Structure_3_87_4;5;6;1000;8000;0.322602
Structure_4_87_4;6;6;1000;8000;0.619403
Structure_5_87_4;7;6;1000;8000;0.584013
Structure_6_87_4;8;6;1000;8000;0.562828
Structure_7_87_4;9;6;1000;8000;0.529104
Structure_3_88_4;5;6;1000;8000;0.594835
Structure_4_88_4;6;6;1000;8000;0.572903
Structure_5_88_4;7;6;1000;8000;0.55215
Structure_6_88_4;8;6;1000;6000;0.646235
Structure_7_88_4;9;6;1000;5000;0.658645
Structure_3_89_4;5;6;1000;8000;0.250988
Structure_4_89_4;6;6;1000;8000;0.570972
Structure_5_89_4;7;6;1000;8000;0.535635
Structure_6_89_4;8;6;1000;8000;0.515373
Structure_7_89_4;9;6;1000;8000;0.4797
Structure_3_90_4;5;6;2000;8000;0.648969
Structure_4_90_4;6;6;2000;5000;0.741827
Structure_5_90_4;7;6;2000;5000;0.705377
Structure_6_90_4;8;6;1000;5000;0.67676
Structure_7_90_4;9;6;1000;5000;0.636291
Structure_3_91_4;5;6;1000;7000;0.712345
Structure_4_91_4;6;6;1000;7000;0.687021
Structure_5_91_4;7;6;1000;7000;0.663904
Structure_6_91_4;8;6;1000;4000;0.712712
Structure_7_91_4;9;6;1000;4000;0.692307
Structure_3_92_4;5;6;1000;7000;0.622766
Structure_4_92_4;6;6;1000;7000;0.585192
Structure_5_92_4;7;6;1000;7000;0.547736
Structure_6_92_4;8;6;1000;7000;0.592923
Structure_7_92_4;9;6;1000;7000;0.586583
Structure_3_93_4;5;6;1000;8000;0.281558
Structure_4_93_4;6;6;1000;7000;0.597499
Structure_5_93_4;7;6;1000;7000;0.618596
Structure_6_93_4;8;6;1000;7000;0.58157
Structure_7_93_4;9;6;1000;7000;0.544938
Structure_3_94_4;5;6;1000;6000;0.676917
Structure_4_94_4;6;6;1000;6000;0.649335
Structure_5_94_4;7;6;1000;6000;0.662486
Structure_6_94_4;8;6;1000;6000;0.62523
Structure_7_94_4;9;6;1000;6000;0.588056
Structure_3_95_4;5;6;1000;9000;0.44878
Structure_4_95_4;6;6;1000;9000;0.426152
Structure_5_95_4;7;6;1000;6000;0.628802
Structure_6_95_4;8;6;1000;6000;0.616762
Structure_7_95_4;9;6;1000;6000;0.579475
Structure_3_96_4;5;6;1000;9000;0.459184
Structure_4_96_4;6;6;1000;9000;0.420651
Structure_5_96_4;7;6;1000;9000;0.159166
Structure_6_96_4;8;6;1000;9000;0.027566
Structure_7_96_4;9;6;1000;9000;0
Structure_3_97_4;5;6;1000;8000;0.349755
Structure_4_97_4;6;6;1000;8000;0.315476
Structure_5_97_4;7;6;1000;6000;0.644585
Structure_6_97_4;8;6;1000;6000;0.62808
Structure_7_97_4;9;6;1000;6000;0.59134
Structure_3_98_4;5;6;1000;8000;0.5965
Structure_4_98_4;6;6;1000;8000;0.568188
Structure_5_98_4;7;6;1000;8000;0.535139
Structure_6_98_4;8;6;1000;8000;0.499427
Structure_7_98_4;9;6;1000;8000;0.463333
Structure_3_99_4;5;6;1000;7000;0.685177
Structure_4_99_4;6;6;1000;5000;0.737639
Structure_5_99_4;7;6;1000;5000;0.702527
Structure_6_99_4;8;6;1000;5000;0.672843
Structure_7_99_4;9;6;1000;5000;0.639048
Structure_3_100_4;5;6;1000;5000;0.762574
Structure_4_100_4;6;6;1000;5000;0.741632
Structure_5_100_4;7;6;1000;5000;0.719206
Structure_6_100_4;8;6;1000;5000;0.696998
Structure_7_100_4;9;6;1000;4000;0.64668
Structure_3_101_4;5;6;1000;5000;0.763572
Structure_4_101_4;6;6;1000;5000;0.723494
Structure_5_101_4;7;6;1000;5000;0.686084
Structure_6_101_4;8;6;1000;5000;0.648838
Structure_7_101_4;9;6;1000;5000;0.642075
Structure_3_102_4;5;6;1000;7000;0.689501
Structure_4_102_4;6;6;1000;5000;0.733157
Structure_5_102_4;7;6;1000;5000;0.697831
Structure_6_102_4;8;6;1000;5000;0.665769
Structure_7_102_4;9;6;1000;5000;0.628745
Structure_3_103_4;5;6;1000;8000;0.59416
Structure_4_103_4;6;6;1000;4000;0.75124
Structure_5_103_4;7;6;1000;4000;0.716901
Structure_6_103_4;8;6;1000;4000;0.678935
Structure_7_103_4;9;6;1000;4000;0.649671
Structure_3_104_4;5;6;1000;8000;0.656268
Structure_4_104_4;6;6;1000;8000;0.634894
Structure_5_104_4;7;6;1000;5000;0.718729
Structure_6_104_4;8;6;1000;5000;0.697836
Structure_7_104_4;9;6;1000;5000;0.676613
Structure_3_105_4;5;6;1000;8000;0.617181
Structure_4_105_4;6;6;1000;8000;0.637784
Structure_5_105_4;7;6;1000;8000;0.601275
Structure_6_105_4;8;6;1000;8000;0.566712
Structure_7_105_4;9;6;1000;8000;0.534597
Structure_3_106_4;5;6;1000;7000;0.697909
Structure_4_106_4;6;6;1000;7000;0.674921
Structure_5_106_4;7;6;1000;7000;0.652901
Structure_6_106_4;8;6;1000;7000;0.631911
Structure_7_106_4;9;6;1000;7000;0.610983
Structure_3_107_4;5;6;1000;7000;0.679999
Structure_4_107_4;6;6;1000;7000;0.646141
Structure_5_107_4;7;6;1000;7000;0.640366
Structure_6_107_4;8;6;1000;7000;0.604398
Structure_7_107_4;9;6;1000;7000;0.576368
Structure_3_108_4;5;6;1000;9000;0.531735
Structure_4_108_4;6;6;1000;8000;0.607694
Structure_5_108_4;7;6;1000;6000;0.684718
Structure_6_108_4;8;6;1000;6000;0.650375
Structure_7_108_4;9;6;1000;6000;0.621685
Structure_3_109_4;5;6;1000;8000;0.378208
Structure_4_109_4;6;6;1000;8000;0.637885
Structure_5_109_4;7;6;1000;8000;0.601593
Structure_6_109_4;8;6;1000;8000;0.574514
Structure_7_109_4;9;6;1000;8000;0.538339
Structure_3_110_4;5;6;1000;7000;0.668733
Structure_4_110_4;6;6;1000;4000;0.749368
Structure_5_110_4;7;6;1000;4000;0.712455
Structure_6_110_4;8;6;1000;4000;0.67532
Structure_7_110_4;9;6;1000;4000;0.638257
Structure_3_111_4;5;6;1000;8000;0.648162
Structure_4_111_4;6;6;1000;6000;0.711499
Structure_5_111_4;7;6;1000;5000;0.717556
Structure_6_111_4;8;6;1000;5000;0.696713
Structure_7_111_4;9;6;1000;4000;0.685357
Structure_3_112_4;5;6;1000;8000;0.561526
Structure_4_112_4;6;6;1000;8000;0.539093
Structure_5_112_4;7;6;1000;6000;0.65467
Structure_6_112_4;8;6;1000;6000;0.617886
Structure_7_112_4;9;6;1000;6000;0.581495
Structure_3_113_4;5;6;1000;10000;0.303858
Structure_4_113_4;6;6;1000;8000;0.520922
Structure_5_113_4;7;6;1000;8000;0.477398
Structure_6_113_4;8;6;1000;8000;0.512254
Structure_7_113_4;9;6;1000;8000;0.477412
Structure_3_114_4;5;6;1000;6000;0.710888
Structure_4_114_4;6;6;1000;6000;0.701173
Structure_5_114_4;7;6;1000;6000;0.683753
Structure_6_114_4;8;6;1000;6000;0.646636
Structure_7_114_4;9;6;1000;6000;0.609464
Structure_3_115_4;5;6;1000;10000;0.33409
Structure_4_115_4;6;6;1000;6000;0.682777
Structure_5_115_4;7;6;1000;5000;0.699096
Structure_6_115_4;8;6;1000;5000;0.66708
Structure_7_115_4;9;6;1000;5000;0.630496
Structure_3_116_4;5;6;1000;10000;0.104263
Structure_4_116_4;6;6;1000;9000;0.428834
Structure_5_116_4;7;6;1000;6000;0.645738
Structure_6_116_4;8;6;1000;6000;0.628587
Structure_7_116_4;9;6;1000;6000;0.593512
Structure_3_117_4;5;6;1000;9000;0.086103
Structure_4_117_4;6;6;1000;9000;0.032507
Structure_5_117_4;7;6;1000;9000;0.415685
Structure_6_117_4;8;6;1000;9000;0.028044
Structure_7_117_4;9;6;1000;9000;0
Structure_3_118_4;5;6;1000;9000;0.496534
Structure_4_118_4;6;6;1000;9000;0.543446
Structure_5_118_4;7;6;1000;9000;0.512234
Structure_6_118_4;8;6;1000;9000;0.501572
Structure_7_118_4;9;6;1000;9000;0.468033
Structure_3_119_4;5;6;1000;7000;0.675458
Structure_4_119_4;6;6;1000;6000;0.721348
Structure_5_119_4;7;6;1000;6000;0.685159
Structure_6_119_4;8;6;1000;6000;0.655672
Structure_7_119_4;9;6;1000;6000;0.619011
Structure_3_120_4;5;6;2000;5000;0.766251
Structure_4_120_4;6;6;2000;5000;0.743553
Structure_5_120_4;7;6;1000;5000;0.722671
Structure_6_120_4;8;6;1000;4000;0.710505
Structure_7_120_4;9;6;1000;4000;0.691552
Structure_3_121_4;5;6;2000;6000;0.732128
Structure_4_121_4;6;6;2000;5000;0.72147
Structure_5_121_4;7;6;1000;5000;0.700529
Structure_6_121_4;8;6;1000;5000;0.680084
Structure_7_121_4;9;6;1000;5000;0.641198
Structure_3_122_4;5;6;1000;5000;0.7534
Structure_4_122_4;6;6;1000;5000;0.714792
Structure_5_122_4;7;6;1000;5000;0.678048
Structure_6_122_4;8;6;1000;5000;0.63969
Structure_7_122_4;9;6;1000;5000;0.631734
Structure_3_123_4;5;6;1000;10000;0.326619
Structure_4_123_4;6;6;1000;8000;0.563335
Structure_5_123_4;7;6;1000;6000;0.677669
Structure_6_123_4;8;6;1000;5000;0.648758
Structure_7_123_4;9;6;1000;5000;0.611544
Structure_3_124_4;5;6;1000;8000;0.371407
Structure_4_124_4;6;6;1000;8000;0.279949
Structure_5_124_4;7;6;1000;8000;0.546358
Structure_6_124_4;8;6;1000;8000;0.510333
Structure_7_124_4;9;6;1000;8000;0.484987
Structure_3_125_4;5;6;1000;6000;0.705566
Structure_4_125_4;6;6;1000;6000;0.692236
Structure_5_125_4;7;6;1000;6000;0.654708
Structure_6_125_4;8;6;1000;6000;0.61652
Structure_7_125_4;9;6;1000;6000;0.594476
Structure_3_126_4;5;6;1000;9000;0.57347
Structure_4_126_4;6;6;1000;9000;0.551349
Structure_5_126_4;7;6;1000;7000;0.650325
Structure_6_126_4;8;6;1000;5000;0.670985
Structure_7_126_4;9;6;1000;5000;0.63478
Structure_3_127_4;5;6;1000;9000;0.39533
Structure_4_127_4;6;6;1000;9000;0.123526
Structure_5_127_4;7;6;1000;9000;0.107661
Structure_6_127_4;8;6;1000;9000;0.040795
Structure_7_127_4;9;6;1000;9000;0
Structure_3_128_4;5;6;1000;9000;0.342559
Structure_4_128_4;6;6;1000;9000;0.548598
Structure_5_128_4;7;6;1000;9000;0.516397
Structure_6_128_4;8;6;1000;9000;0.48817
Structure_7_128_4;9;6;1000;9000;0.454167
Structure_3_129_4;5;6;1000;9000;0.277474
Structure_4_129_4;6;6;1000;5000;0.719326
Structure_5_129_4;7;6;1000;5000;0.700877
Structure_6_129_4;8;6;1000;5000;0.665224
Structure_7_129_4;9;6;1000;5000;0.637709
Structure_3_130_4;5;6;1000;6000;0.702763
Structure_4_130_4;6;6;1000;5000;0.713975
Structure_5_130_4;7;6;1000;5000;0.67683
Structure_6_130_4;8;6;1000;5000;0.639622
Structure_7_130_4;9;6;1000;5000;0.622175
Structure_3_131_4;5;6;1000;6000;0.70131
Structure_4_131_4;6;6;1000;5000;0.718665
Structure_5_131_4;7;6;1000;5000;0.697805
Structure_6_131_4;8;6;1000;5000;0.676616
Structure_7_131_4;9;6;1000;5000;0.65564
Structure_3_132_4;5;6;1000;7000;0.687269
Structure_4_132_4;6;6;1000;7000;0.666355
Structure_5_132_4;7;6;1000;6000;0.683117
Structure_6_132_4;8;6;1000;5000;0.663988
Structure_7_132_4;9;6;1000;5000;0.628588
Structure_3_133_4;5;6;1000;7000;0.66368
Structure_4_133_4;6;6;1000;7000;0.627548
Structure_5_133_4;7;6;1000;7000;0.589595
Structure_6_133_4;8;6;1000;7000;0.552028
Structure_7_133_4;9;6;1000;7000;0.557467
Structure_3_134_4;5;6;1000;6000;0.670666
Structure_4_134_4;6;6;1000;6000;0.700345
Structure_5_134_4;7;6;1000;6000;0.668044
Structure_6_134_4;8;6;1000;6000;0.631042
Structure_7_134_4;9;6;1000;6000;0.595006
Structure_3_135_4;5;6;1000;6000;0.72564
Structure_4_135_4;6;6;1000;6000;0.704933
Structure_5_135_4;7;6;1000;6000;0.680716
Structure_6_135_4;8;6;1000;5000;0.691346
Structure_7_135_4;9;6;1000;5000;0.668637
Structure_3_136_4;5;6;1000;7000;0.622104
Structure_4_136_4;6;6;1000;6000;0.663648
Structure_5_136_4;7;6;1000;6000;0.641402
Structure_6_136_4;8;6;1000;6000;0.620842
Structure_7_136_4;9;6;1000;6000;0.603657
Structure_3_137_4;5;6;1000;8000;0.532756
Structure_4_137_4;6;6;1000;8000;0.546641
Structure_5_137_4;7;6;1000;8000;0.524756
Structure_6_137_4;8;6;1000;6000;0.619005
Structure_7_137_4;9;6;1000;6000;0.582481
Structure_3_138_4;5;6;1000;8000;0.319882
Structure_4_138_4;6;6;1000;8000;0.240379
Structure_5_138_4;7;6;1000;8000;0.504731
Structure_6_138_4;8;6;1000;8000;0.500008
Structure_7_138_4;9;6;1000;8000;0.46464
Structure_3_139_4;5;6;1000;9000;0.294985
Structure_4_139_4;6;6;1000;8000;0.559505
Structure_5_139_4;7;6;1000;8000;0.538396
Structure_6_139_4;8;6;1000;7000;0.578645
Structure_7_139_4;9;6;1000;7000;0.541997
Structure_3_140_4;5;6;1000;11000;0.062094
Structure_4_140_4;6;6;1000;8000;0.298013
Structure_5_140_4;7;6;1000;8000;0.525152
Structure_6_140_4;8;6;1000;8000;0.557741
Structure_7_140_4;9;6;1000;8000;0.526913
Structure_3_141_4;5;6;1000;8000;0.356204
Structure_4_141_4;6;6;1000;8000;0.275725
Structure_5_141_4;7;6;1000;8000;0.525175
Structure_6_141_4;8;6;1000;8000;0.556706
Structure_7_141_4;9;6;1000;8000;0.519634
Structure_3_142_4;5;6;1000;10000;0.04006
Structure_4_142_4;6;6;1000;10000;0
Structure_5_142_4;7;6;1000;8000;0.177446
Structure_6_142_4;8;6;1000;8000;0.54486
Structure_7_142_4;9;6;1000;8000;0.508014
Structure_3_143_4;5;6;1000;10000;0
Structure_4_143_4;6;6;1000;10000;0
Structure_5_143_4;7;6;1000;10000;0
Structure_6_143_4;8;6;1000;10000;0
Structure_7_143_4;9;6;1000;10000;0
Structure_3_144_4;5;6;1000;9000;0.366206
Structure_4_144_4;6;6;1000;9000;0.311708
Structure_5_144_4;7;6;1000;9000;0.333041
Structure_6_144_4;8;6;1000;9000;0.129218
Structure_7_144_4;9;6;1000;9000;0.478696
Structure_3_145_4;5;6;1000;7000;0.65101
Structure_4_145_4;6;6;1000;7000;0.620448
Structure_5_145_4;7;6;1000;6000;0.643565
Structure_6_145_4;8;6;1000;6000;0.60816
Structure_7_145_4;9;6;1000;6000;0.569987
Structure_3_146_4;5;6;1000;7000;0.605807
